Terim_TR,StandartKarsilik_EN,Terim_ES,Terim_PT,Terim_RU,KisaKod,NamingToken_TR,KullanimTipi,KategoriKumesi,Kaynak
IsTasiyici,IsStructural,IsStructural,IsStructural,IsStructural,,IsTasiyici,param_ad,Shared Parameter,semantic_dictionary
Isveren,Employer,Employer,Employer,Employer,,Isveren,token,Param Token,semantic_dictionary
IsverenVergiNo,EmployerTaxNumber,EmployerTaxNumber,EmployerTaxNumber,EmployerTaxNumber,,IsverenVergiNo,param_ad,Shared Parameter,semantic_dictionary
Isı,Thermal,Thermal,Thermal,Thermal,,Isi,token,Param Token,semantic_dictionary
Isı yalıtım tipi ve kalınlığı,Thermal insulation type and thickness,Thermal aislamiento tipo and espesor,Thermal isolamento tipo and espessura,Thermal изоляция тип and толщина,,Isiyalitimtipivekalinligi,aciklama,Description,semantic_dictionary
Isıtma debisi (l/h),Heating flow rate (l/h),Heating caudal rate (l/h),Heating caudal rate (l/h),Heating поток rate (l/h),,Isitmadebisi(l/h),aciklama,Description,semantic_dictionary
Isıtma sistemi tipi,Heating system type,Heating sistema tipo,Heating sistema tipo,Heating система тип,,Isitmasistemitipi,aciklama,Description,semantic_dictionary
Izolasyon,Has,Has,Has,Has,,Izolasyon,token,Param Token,semantic_dictionary
İkincil sınıflandırma kodu,Secondary classification code,Secondary clasificación código,Secondary classificação código,Secondary классификация код,,Ikincilsiniflandirmakodu,aciklama,Description,semantic_dictionary
İklim bölgesi 1-4 (TS 825),Climate zone 1-4 (TS 825),Climate zona 1-4 (TS 825),Climate zona 1-4 (TS 825),Climate зона 1-4 (TS 825),,Iklimbolgesi1-4(TS825),aciklama,Description,semantic_dictionary
İl / İlçe adı,Province / district name,Province / district nombre,Province / district nome,Province / district имя,,Il/Ilceadi,aciklama,Description,semantic_dictionary
İlgili şartname / katalog / doküman bağlantısı,Related specification / catalogue / document link,Related specification / catalogue / documento enlace,Related specification / catalogue / documento ligação,Related specification / catalogue / документ ссылка,,Ilgilisartname/katalog/dokumanbaglantisi,aciklama,Description,semantic_dictionary
İmalat / disiplin sorumluluğu,Manufacturing / discipline responsibility,Manufacturing / disciplina responsibility,Manufacturing / disciplina responsibility,Manufacturing / дисциплина responsibility,,Imalat/disiplinsorumlulugu,aciklama,Description,semantic_dictionary
İmalat fazı / aşaması,Construction phase / stage,construcción fase / etapa,construção fase / etapa,строительство фаза / этап,,Imalatfazi/asamasi,aciklama,Description,semantic_dictionary
İmalat türü (Kaba/İnce/Tesisat/Elektrik),Work type (Structural / Finishing / Mechanical / Electrical),Work tipo (estructural / Finishing / mecánico / eléctrico),Work tipo (estrutural / Finishing / mecânico / elétrico),Work тип (конструктивный / Finishing / механический / электрический),,Imalatturu(Kaba/Ince/Tesisat/Elektrik),aciklama,Description,semantic_dictionary
İmar durumu belgesi no,Zoning status certificate number,Zoning estado certificado número,Zoning estado certificado número,Zoning статус сертификат номер,,Imardurumubelgesino,aciklama,Description,semantic_dictionary
İmar maks. bina yüksekliği (m),Zoning maximum building height (m),Zoning maximum edificio altura (m),Zoning maximum edifício altura (m),Zoning maximum здание высота (m),,Imarmaks.binayuksekligi(m),aciklama,Description,semantic_dictionary
İstenen bilgi seviyesi / teslim beklentisi,Required information level / delivery expectation,requerido información nivel / delivery expectation,necessário informação nível / delivery expectation,требуется информация уровень / delivery expectation,,Istenenbilgiseviyesi/teslimbeklentisi,aciklama,Description,semantic_dictionary
İtfaiye bağlantısı var mı?,Is there a fire brigade connection?,Is there a incendio brigade connection?,Is there a incêndio brigade connection?,Is there a пожар brigade connection?,,Itfaiyebaglantisivarmi?,aciklama,Description,semantic_dictionary
İç kaplama malzemesi,Internal cladding material,Internal cladding material,Internal cladding material,Internal cladding материал,,Ickaplamamalzemesi,aciklama,Description,semantic_dictionary
İş grubu / trade,Work group / trade,Work grupo / trade,Work grupo / trade,Work группа / trade,,Isgrubu/trade,aciklama,Description,semantic_dictionary
İş kalemi analiz girdisi olarak kullanılacak mı?,To be used as a work item analysis input?,To be used as a work item análisis entrada?,To be used as a work item análise entrada?,To be used as a work item анализ вход?,,Iskalemianalizgirdisiolarakkullanilacakmi?,aciklama,Description,semantic_dictionary
İş kalemi türü: imalat / rayiç / ekipman / hizmet,Work item type: construction / rate / equipment / service,Work item tipo: construcción / rate / equipment / service,Work item tipo: construção / rate / equipment / service,Work item тип: строительство / rate / equipment / service,,Iskalemituru:imalat/rayic/ekipman/hizmet,aciklama,Description,semantic_dictionary
İşletme bakım grubu,Operations and maintenance group,Operations and mantenimiento grupo,Operations and manutenção grupo,Operations and обслуживание группа,,Isletmebakimgrubu,aciklama,Description,semantic_dictionary
İşletme ve bakım bölgesi,Operations and maintenance zone,Operations and mantenimiento zona,Operations and manutenção zona,Operations and обслуживание зона,,Isletmevebakimbolgesi,aciklama,Description,semantic_dictionary
İşveren / Proje sahibi adı,Employer / project owner name,Employer / proyecto propietario nombre,Employer / projeto proprietário nome,Employer / проект собственник имя,,Isveren/Projesahibiadi,aciklama,Description,semantic_dictionary
İşveren vergi / TC kimlik no,Employer tax ID / national ID number,Employer tax ID / national ID número,Employer tax ID / national ID número,Employer tax ID / national ID номер,,Isverenvergi/TCkimlikno,aciklama,Description,semantic_dictionary
Kable,Cable,Cable,Cable,Cable,,Kable,token,Param Token,semantic_dictionary
Kablo kesiti (mm2): 1.5/2.5/4/6/10/16,Cable cross-section (mm2): 1.5/2.5/4/6/10/16,cable cross-sección (mm2): 1.5/2.5/4/6/10/16,cabo cross-seção (mm2): 1.5/2.5/4/6/10/16,кабель cross-разрез (mm2): 1.5/2.5/4/6/10/16,,Kablokesiti(mm2):1.5/2.5/4/6/10/16,aciklama,Description,semantic_dictionary
Kablo tipi: Cat6/Cat6A/FO/Koaksiyel/J-Y(ST)Y,Cable type: Cat6 / Cat6A / FO / Coaxial / J-Y(ST)Y,cable tipo: Cat6 / Cat6A / FO / Coaxial / J-Y(ST)Y,cabo tipo: Cat6 / Cat6A / FO / Coaxial / J-Y(ST)Y,кабель тип: Cat6 / Cat6A / FO / Coaxial / J-Y(ST)Y,,Kablotipi:Cat6/Cat6A/FO/Koaksiyel/J-Y(ST)Y,aciklama,Description,semantic_dictionary
Kablo tipi: NYY/NYAF/N2XH/FTZ/NHXMH,Cable type: NYY / NYAF / N2XH / FTZ / NHXMH,cable tipo: NYY / NYAF / N2XH / FTZ / NHXMH,cabo tipo: NYY / NYAF / N2XH / FTZ / NHXMH,кабель тип: NYY / NYAF / N2XH / FTZ / NHXMH,,Kablotipi:NYY/NYAF/N2XH/FTZ/NHXMH,aciklama,Description,semantic_dictionary
KAKS,KAKS,KAKS,KAKS,KAKS,,KAKS,param_ad,Shared Parameter,semantic_dictionary
Kalemi,Item,Item,Item,Item,,Kalemi,token,Param Token,semantic_dictionary
Kalinligi,Thickness,Thickness,Thickness,Thickness,,Kalinligi,token,Param Token,semantic_dictionary
Kalite kontrol notu / düzeltme açıklaması,Quality control note / correction description,Quality control nota / correction descripción,Quality controle nota / correction descrição,Quality контроль примечание / correction описание,,Kalitekontrolnotu/duzeltmeaciklamasi,aciklama,Description,semantic_dictionary
Kalınlık,Thickness,Espesor,Espessura,Толщина,,Kalinlik,manual_seed,Multilingual,manual+research_seed
Kanal,Duct,Duct,Duct,Duct,,Kanal,token,Param Token,semantic_dictionary
Kanal malzemesi: Galv. Çelik/SS/PVC/Spiro,Duct material: Galv. steel / SS / PVC / Spiral,conducto material: Galv. steel / SS / PVC / Spiral,conduta material: Galv. steel / SS / PVC / Spiral,воздуховод материал: Galv. steel / SS / PVC / Spiral,,Kanalmalzemesi:Galv.Celik/SS/PVC/Spiro,aciklama,Description,semantic_dictionary
Kanal tipi: Dikdörtgen/Yuvarlak/Oval/Flex,Duct shape: Rectangular / Circular / Oval / Flexible,conducto shape: Rectangular / Circular / Oval / Flexible,conduta shape: Rectangular / Circular / Oval / Flexible,воздуховод shape: Rectangular / Circular / Oval / Flexible,,Kanaltipi:Dikdortgen/Yuvarlak/Oval/Flex,aciklama,Description,semantic_dictionary
Kanal yalıtım tipi ve kalınlığı (mm),Duct insulation type and thickness (mm),conducto aislamiento tipo and espesor (mm),conduta isolamento tipo and espessura (mm),воздуховод изоляция тип and толщина (mm),,Kanalyalitimtipivekalinligi(mm),aciklama,Description,semantic_dictionary
Kapalı,Is,Is,Is,Is,,Kapali,token,Param Token,semantic_dictionary
Kapalı devre sistemi mi?,Is it a closed-loop system?,Is it a closed-loop sistema?,Is it a closed-loop sistema?,Is it a closed-loop система?,,Kapalidevresistemimi?,aciklama,Description,semantic_dictionary
Kapasitesi,Capacity,Capacity,Capacity,Capacity,,Kapasitesi,token,Param Token,semantic_dictionary
Kapi,Door,Door,Door,Door,,Kapi,token,Param Token,semantic_dictionary
KapiAcilisYonu,DoorOpeningDirection,DoorOpeningDirection,DoorOpeningDirection,DoorOpeningDirection,,KapiAcilisYonu,param_ad,Shared Parameter,semantic_dictionary
KapiEngelli,DoorAccessible,DoorAccessible,DoorAccessible,DoorAccessible,,KapiEngelli,param_ad,Shared Parameter,semantic_dictionary
KapiGenislik,DoorWidth,DoorWidth,DoorWidth,DoorWidth,,KapiGenislik,param_ad,Shared Parameter,semantic_dictionary
KapiKilitTipi,DoorLockType,DoorLockType,DoorLockType,DoorLockType,,KapiKilitTipi,param_ad,Shared Parameter,semantic_dictionary
KapiPanikBar,DoorPanicBar,DoorPanicBar,DoorPanicBar,DoorPanicBar,,KapiPanikBar,param_ad,Shared Parameter,semantic_dictionary
KapiPozNo,DoorItemNumber,DoorItemNumber,DoorItemNumber,DoorItemNumber,,KapiPozNo,param_ad,Shared Parameter,semantic_dictionary
KapiSesYalitim,DoorAcousticInsulation,DoorAcousticInsulation,DoorAcousticInsulation,DoorAcousticInsulation,,KapiSesYalitim,param_ad,Shared Parameter,semantic_dictionary
KapiTipi,DoorType,DoorType,DoorType,DoorType,,KapiTipi,param_ad,Shared Parameter,semantic_dictionary
KapiUDegeri,DoorUValue,DoorUValue,DoorUValue,DoorUValue,,KapiUDegeri,param_ad,Shared Parameter,semantic_dictionary
KapiUretici,DoorManufacturer,DoorManufacturer,DoorManufacturer,DoorManufacturer,,KapiUretici,param_ad,Shared Parameter,semantic_dictionary
KapiYangınSinifi,DoorFireClass,DoorFireClass,DoorFireClass,DoorFireClass,,KapiYanginSinifi,param_ad,Shared Parameter,semantic_dictionary
KapiYukseklik,DoorHeight,DoorHeight,DoorHeight,DoorHeight,,KapiYukseklik,param_ad,Shared Parameter,semantic_dictionary
Kaplama,Finish,Acabado,Acabamento,Отделка,,Kaplama,token,Param Token,semantic_dictionary
Kaplama malzemesi: Seramik/Granit/Ahşap,Floor finish material: Ceramic / Granite / Timber,piso finish material: Ceramic / Granite / Timber,andar finish material: Ceramic / Granite / Timber,этаж finish материал: Ceramic / Granite / Timber,,Kaplamamalzemesi:Seramik/Granit/Ahsap,aciklama,Description,semantic_dictionary
Kapsami,Scope,Scope,Scope,Scope,,Kapsami,token,Param Token,semantic_dictionary
Kapı,Door,Puerta,Porta,Дверь,KAPI,Kapi,manual_seed,Multilingual,manual+research_seed
Kapı serbest geçiş genişliği (mm),Door clear passage width (mm),puerta libre passage ancho (mm),porta livre passage largura (mm),дверь чистый passage ширина (mm),,Kapiserbestgecisgenisligi(mm),aciklama,Description,semantic_dictionary
Kapı tipi: Ahşap/Çelik/Alüm/Cam/PVC,Door type: Timber / Steel / Aluminium / Glass / PVC,puerta tipo: Timber / Steel / Aluminium / Glass / PVC,porta tipo: Timber / Steel / Aluminium / Glass / PVC,дверь тип: Timber / Steel / Aluminium / Glass / PVC,,Kapitipi:Ahsap/Celik/Alum/Cam/PVC,aciklama,Description,semantic_dictionary
Kapı Ud değeri (W/m2K),Door Ud value (W/m2K),puerta Ud valor (W/m2K),porta Ud valor (W/m2K),дверь Ud значение (W/m2K),,KapiUddegeri(W/m2K),aciklama,Description,semantic_dictionary
Kapı yüksekliği (mm),Door height (mm),puerta altura (mm),porta altura (mm),дверь высота (mm),,Kapiyuksekligi(mm),aciklama,Description,semantic_dictionary
Kat,Storey,Storey,Storey,Storey,,Kat,token,Param Token,semantic_dictionary
Kat / seviye kodu,Floor / level code,piso / nivel código,andar / nível código,этаж / уровень код,,Kat/seviyekodu,aciklama,Description,semantic_dictionary
Kat alanı kat sayısı KAKS (EMSAL),Floor area ratio KAKS (FAR / EMSAL),piso área ratio KAKS (FAR / EMSAL),andar área ratio KAKS (FAR / EMSAL),этаж площадь ratio KAKS (FAR / EMSAL),,KatalanikatsayisiKAKS(EMSAL),aciklama,Description,semantic_dictionary
Kat/seviye isimleri proje standardına uygun mu?,Do floor / level names comply with the project standard?,Do piso / nivel names comply with the proyecto standard?,Do andar / nível names comply with the projeto standard?,Do этаж / уровень names comply with the проект standard?,,Kat/seviyeisimleriprojestandardinauygunmu?,aciklama,Description,semantic_dictionary
KatAdedi,StoreyCount,StoreyCount,StoreyCount,StoreyCount,,KatAdedi,param_ad,Shared Parameter,semantic_dictionary
KatKodu,StoreyCode,StoreyCode,StoreyCode,StoreyCode,,KatKodu,param_ad,Shared Parameter,semantic_dictionary
KatYuksekligi,StoreyHeight,StoreyHeight,StoreyHeight,StoreyHeight,,KatYuksekligi,param_ad,Shared Parameter,semantic_dictionary
Kaybi,Drop,Drop,Drop,Drop,,Kaybi,token,Param Token,semantic_dictionary
Kaynak,Source,Source,Source,Source,,Kaynak,token,Param Token,semantic_dictionary
Kazan tipi: Yoğuşmalı/Klasik/Isı Pompası,Boiler type: Condensing / Conventional / Heat pump,Boiler tipo: Condensing / Conventional / Heat pump,Boiler tipo: Condensing / Conventional / Heat pump,Boiler тип: Condensing / Conventional / Heat pump,,Kazantipi:Yogusmali/Klasik/IsiPompasi,aciklama,Description,semantic_dictionary
Kaçınma yolu tipi ve sayısı,Escape route type and count,evacuación route tipo and cantidad,emergência route tipo and quantidade,эвакуация route тип and количество,,Kacinmayolutipivesayisi,aciklama,Description,semantic_dictionary
Kcekme,Setback,Setback,Setback,Setback,,Kcekme,token,Param Token,semantic_dictionary
Kesif,Estimate,Estimate,Estimate,Estimate,,Kesif,token,Param Token,semantic_dictionary
KesifPaketNo,EstimatePackageNumber,EstimatePackageNumber,EstimatePackageNumber,EstimatePackageNumber,,KesifPaketNo,param_ad,Shared Parameter,semantic_dictionary
Kesit,Section,Sección,Corte / Secção,Сечение,,Kesit,token,Param Token,semantic_dictionary
Kesit genişliği b (mm),Section width b (mm),sección ancho b (mm),seção largura b (mm),разрез ширина b (mm),,Kesitgenisligib(mm),aciklama,Description,semantic_dictionary
Kesit yüksekliği h (mm),Section height h (mm),sección altura h (mm),seção altura h (mm),разрез высота h (mm),,Kesityuksekligih(mm),aciklama,Description,semantic_dictionary
Keşif / teklif paketi numarası,Estimate / bid package number,Estimate / bid paquete número,Estimate / bid pacote número,Estimate / bid пакет номер,,Kesif/teklifpaketinumarasi,aciklama,Description,semantic_dictionary
Kilit,Lock,Lock,Lock,Lock,,Kilit,token,Param Token,semantic_dictionary
Kilit tipi ve aksesuar bilgisi,Lock type and hardware information,Lock tipo and hardware información,Lock tipo and hardware informação,Lock тип and hardware информация,,Kilittipiveaksesuarbilgisi,aciklama,Description,semantic_dictionary
Klozet,Toilet,Inodoro,Vaso sanitário,Унитаз,KLZ,Klozet,manual_seed,Multilingual,manual+research_seed
Kod,Code,Code,Code,Code,,Kod,token,Param Token,semantic_dictionary
Kodu,Code,Code,Code,Code,,Kodu,token,Param Token,semantic_dictionary
Kolon / Kiriş / Perde / Döşeme / Temel,Column / Beam / Shear wall / Slab / Foundation,columna / viga / cortante muro / losa / cimentación,coluna / viga / cisalhamento parede / laje / fundação,колонна / балка / сдвиг стена / плита / фундамент,,Kolon/Kiris/Perde/Doseme/Temel,aciklama,Description,semantic_dictionary
Kontrol,Control,Control,Control,Control,,Kontrol,token,Param Token,semantic_dictionary
Kontrol durumu: Uygun / İncelemede / Revize,Review status: Compliant / Under review / Revised,Review estado: Compliant / Under review / Revised,Review estado: Compliant / Under review / Revised,Review статус: Compliant / Under review / Revised,,Kontroldurumu:Uygun/Incelemede/Revize,aciklama,Description,semantic_dictionary
Kontrol eden mühendis adı soyadı,Checking engineer full name,Checking ingeniero completo nombre,Checking engenheiro completo nome,Checking инженер полный имя,,Kontroledenmuhendisadisoyadi,aciklama,Description,semantic_dictionary
Kontrol tarihi (YYYY-AA-GG),Check date (YYYY-MM-DD),control fecha (YYYY-MM-DD),verificação data (YYYY-MM-DD),проверка дата (YYYY-MM-DD),,Kontroltarihi(YYYY-AA-GG),aciklama,Description,semantic_dictionary
